ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0110053	regulation of actin filament organization	110/5381	273/18870	1.70323543392012e-05	0.00083616976767567	0.000668646729709483	ARHGEF18/PDXP/SHANK3/SPTBN2/ARPC5/SSH2/NF2/CCL24/SPTBN1/F11R/DSTN/CLASP1/FCHSD2/ROCK2/CYFIP1/DLC1/BRK1/LIMCH1/SSH1/PREX1/RAPGEF3/CAPG/SSH3/NCK2/CYRIA/CTTN/ABL1/CORO1B/WASHC3/TMSB10/TPM1/NCKAP1L/PLEKHG2/ARPC3/TMOD3/FHOD1/SMAD3/S100A10/STMN1/ARHGAP6/HCK/LATS1/ITGB1BP1/NRP1/CDC42EP4/HAX1/SH3BP1/ALMS1/ARHGAP35/TSC1/ABITRAM/CGNL1/HCLS1/SEMA5A/DAAM2/KANK3/F2RL1/TJP1/WDR1/COTL1/RHOC/ADD3/GPR65/MKKS/S1PR1/EVL/CXCL12/SPTBN4/ARHGEF10L/ARHGEF5/WAS/PLEK/ARFGEF1/CARMIL2/KANK1/ARF6/FLII/PTK2B/SYNPO2/NAA80/PPFIA1/PTGER4/WNT4/PYCARD/ELN/ARHGAP18/SVIL/GSN/ARPC5L/KANK2/EPS8/FERMT2/WASF3/ALOX15/CCDC88A/MET/PPM1F/CLASP2/FER/SORBS3/TRIOBP/CARMIL1/ARPC2/AVIL/ARHGEF15/ARHGEF10/SNX9/TMOD2/ESAM/WNT11	110
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	77/5381	178/18870	1.74481207380856e-05	0.000844960190985925	0.000675676029292392	CSNK1A1/STYX/HIPK2/RPS7/HFE/TRIB2/SUFU/RNF144A/DESI1/RPL11/CDC20/HECTD1/DAB2/OGT/GSK3B/FBXO22/TAF9/PARK7/LAPTM5/TRIB3/USP7/L3MBTL3/RNF19B/EIF3H/CAMLG/COP1/BCAP31/LATS1/CSNK1E/SUMO1/TRIM39/RBX1/SUMO2/SH3RF3/ZER1/GIPC1/COMMD1/USP38/SMURF1/TGFB1I1/UFL1/TAF1/DDRGK1/CCAR2/HSP90AB1/PDCL3/PLK1/BAG6/SVIP/USP9X/RPL5/MDM2/GABARAP/PTK2B/DNAJB2/AXIN2/MAP1A/FBXW8/CEBPA/SHH/GLMN/PSMD10/PML/ARIH1/NOP53/PTK2/RNF14/ZNF418/DDA1/ARIH2/IL33/PABIR1/MTM1/DVL1/UBE3A/PBK/RACK1	77
GO:0035023	regulation of Rho protein signal transduction	42/5381	83/18870	1.74782543848344e-05	0.000844960190985925	0.000675676029292392	ARHGEF18/STARD8/F11R/ABCA1/ROBO1/DLC1/RASIP1/NET1/COL3A1/ABL1/ARHGEF2/MYO9B/P2RY8/PRAG1/STMN1/NRP1/MCF2L/ARHGAP35/AKAP13/F2RL2/F2RL1/KCTD10/GPR4/HEG1/GPR35/GPR65/ARHGAP42/ARRB1/APOC3/KANK1/ITGB1/LPAR6/F2R/APOE/FLCN/KANK2/EPS8/MET/RIPOR2/EPS8L2/CDC42SE1/CDC42SE2	42
GO:0032388	positive regulation of intracellular transport	85/5381	201/18870	1.8673849473115e-05	0.000895920369039674	0.000716426553549889	PCNT/NF2/ANXA2/FZD5/RNF31/UBL5/RIPOR1/HSP90AA1/PDCD5/TOMM7/PRKACA/RAPGEF3/JUP/EP300/ATG13/UBR5/SAE1/XPO4/DAB2/TPR/GSK3B/BBC3/HUWE1/PRKAA1/TGFB1/PTPN23/BORCS5/SMAD3/NUMA1/BCAP31/YWHAE/ITGB1BP1/STX18/RAB29/CDK1/C2CD5/HCLS1/MFF/CEP290/CTDSPL2/CIB1/DYNC1H1/ERGIC3/SCP2/MECP2/RAC2/PDCD10/EHD1/KHDRBS1/ATP2A1/ZDHHC2/TM9SF4/EDEM1/B3GAT3/MDM2/SLC51B/CDK5/SORL1/PRR5L/ZPR1/ANP32B/AKAP5/SAR1A/OAZ2/SHH/MAVS/FEZ1/TMEM30B/TARDBP/MAPK14/HPS4/PRKD1/PINK1/MIEF1/NCBP2/SNAPIN/CPSF6/ADCY10/JAK2/EDEM2/HTRA2/SPAG5/ARIH2/ANK3/ITGAM	85
GO:0018394	peptidyl-lysine acetylation	36/5381	68/18870	1.92270082356696e-05	0.00090869136683952	0.000726638936542078	NFYC/EP400/CREBBP/KANSL2/EP300/PRKAA1/TAF9/ERCC6/AUTS2/BLOC1S1/NFYB/DIP2A/MSL1/HINT2/PPARGC1A/MYBBP1A/MORF4L2/SOX4/MSL3/BAG6/KAT14/DDX21/TADA2A/YEATS2/KLF15/FLCN/ACTL6A/NAT8/PML/KANSL3/KAT5/DEK/SMARCA5/PRKAA2/YEATS4/SUPT3H	36
GO:2000144	positive regulation of DNA-templated transcription initiation	36/5381	68/18870	1.92270082356696e-05	0.00090869136683952	0.000726638936542078	MED12/TAF8/MED18/TAF7/TAF9/GTF2A1/TAF11/SUB1/MED4/PSMC6/TP53/TBP/ERCC6/MED13/MED15/MED8/TAF4/MED23/MDC1/MED11/TAF13/MED16/TAF1/JUN/MED25/MED9/MED14/MED28/HNF1B/MED1/GTF2A2/MED24/TAF6/SETX/BCLAF1/MED26	36
GO:0008361	regulation of cell size	80/5381	187/18870	1.97008299280316e-05	0.000924187821734992	0.000739030742953294	PTPRS/VAV1/SEMA4D/SHANK3/MACF1/SEMA6A/E2F4/SEMA6B/WNK3/RPTOR/CYFIP1/HSP90AA1/MEGF8/SIN3A/DSCAM/KDM1A/ARHGAP4/TRPC5/CTTN/GSK3B/ABL1/SEMA4G/IST1/RYK/OLFM1/NRP1/VAV3/ARHGAP35/TSC1/SLC12A6/SPP1/AQP11/LAMTOR5/RTN4/SEMA5A/CLNS1A/ULK1/ATP7A/KCNMA1/SLC12A7/SLC12A1/AKT3/SLC12A4/CXCL12/SMURF1/RAP1GAP2/BMPR2/PLEK/TNR/AQP1/XK/SLC12A2/CDK5/NTN1/GOLGA4/SLC12A5/APOE/TTL/ZFYVE27/MAG/CLCN6/WNK1/NPM1/LAMTOR4/SEMA4C/SCTR/PLXNA4/DNM2/RB1CC1/PRKD1/PLXNA3/WDTC1/CDH4/ADCY10/WNT3/SEMA3A/SLC26A5/AQP4/FN1/CLCN3	80
GO:0007160	cell-matrix adhesion	98/5381	239/18870	2.09069881097181e-05	0.000973558497785624	0.000778510215138188	VCAM1/SIGLEC1/TIAM1/ACVRL1/KDR/ONECUT1/NF2/UTRN/MACF1/ITGAD/MINK1/LYVE1/ADAM9/CLASP1/SNED1/TEK/ROCK2/SORBS1/DLC1/LIMCH1/PIP5K1A/THY1/JUP/PTPRJ/PLEKHA2/PKD1/NID1/WDPCP/SLK/COL3A1/CTTN/CD36/GSK3B/ABL1/AJUBA/TLN1/LDB1/ADAMTS13/NID2/TNN/TAOK2/SMAD3/ITGA9/S100A10/ARHGAP6/ACTN1/ITGB1BP1/NRP1/NF1/EDA/ACER2/PTPRK/SKAP1/TSC1/CD44/ITGB3/FGL1/CIB1/ITGA6/EPDR1/CSF1/MMP14/FERMT3/CDKN2A/ITGB1/PTK2B/CDK5/TRPM7/PPFIA1/CD63/COL16A1/ITGAE/WNT4/FERMT1/VTN/CTNNB1/FERMT2/ONECUT2/ARHGEF7/PPM1F/PKHD1/PTK2/GFUS/CLASP2/DUSP22/ZYX/ITGBL1/CDK6/EPB41L5/ILK/BCAM/TECTA/RCC2/THBS3/FN1/ITGAL/CEACAM6/ITGAM	98
GO:0019646	aerobic electron transport chain	46/5381	94/18870	2.17249277320707e-05	0.00100426253523506	0.000803062829957679	SDHD/CYCS/NDUFB6/COX6B1/COX6A1/UQCRH/UQCRFS1/NDUFA1/NDUFB8/COX7B/SDHA/UQCRB/NDUFA8/UQCRQ/COX7C/NDUFB5/PARK7/UQCR11/NDUFA9/COX6C/SDHAF2/NDUFC1/NDUFS4/NDUFB3/NDUFB2/NDUFS3/NDUFA4/NDUFB9/COX7A1/UQCR10/NDUFS5/NDUFA10/NDUFA3/SDHB/NDUFS2/NDUFAB1/SDHC/NDUFAF1/COX8A/NDUFA5/PINK1/NDUFB1/NDUFA2/COX7A2L/CYC1/DNAJC15	46
GO:0001933	negative regulation of protein phosphorylation	120/5381	304/18870	2.2299903760278e-05	0.0010170083950113	0.000813255111221814	SEMA4D/LRRK1/NF2/DUSP10/CRKL/ENG/DUSP7/PRKAR1A/SLC8A1/TSC2/SH3BP5/PRKAG2/HIPK3/TSG101/SPRED1/RASIP1/TRIB2/ZBED3/THY1/PTPRJ/PTPRB/RTRAF/LRP5/BAX/PTPRT/PRKDC/NCK2/PTPN2/GSKIP/STK38/ABL1/CBL/PARP14/TAF7/PARK7/PTPRO/TGFB1/CDKN1A/UBASH3B/CALM1/TRIB3/PPP2CA/SPAG9/PTPN1/IRAK3/LATS1/ITGB1BP1/HHEX/LRP6/NF1/CD300A/SMCR8/CDK5RAP1/SNX6/APC/OCLN/PTPRC/PRKAR2B/RASSF2/MACROH2A1/ENPP1/CIB1/LYN/PDCD4/TFAP4/SOCS1/NR2F2/TARBP2/DUSP19/HEG1/TMED2/TRAF3IP1/MVP/IMPACT/CALM2/PPP1R15B/DNAJA1/QARS1/DBNDD1/PIBF1/PDE4D/PLK1/CDKN2A/RABGEF1/GPRC5A/CACTIN/GNAQ/LATS2/BAK1/MYOCD/APOE/SORL1/PRR5L/PYCARD/VPS25/CEBPA/CDKN1C/NLRP12/RGS2/NPM1/CDK5RAP3/SAMSN1/TARDBP/PPM1F/GGNBP2/DUSP22/BDKRB2/SPINK1/PTPN6/ADARB1/TERF2IP/IGFBP3/DNAJC10/DMD/PRKRIP1/DVL1/NTRK3/SPRY3/PBK/RACK1	120
GO:0006892	post-Golgi vesicle-mediated transport	49/5381	102/18870	2.23218327659199e-05	0.0010170083950113	0.000813255111221814	MACF1/SPTBN1/VPS13C/GAK/EXOC6B/EHD3/GGA3/WIPI1/MON2/LLGL1/OSBPL5/KRT18/LAPTM5/VPS13A/EPS15/VAMP3/DOP1A/SYS1/RAB31/SCAMP1/RABIF/COMMD1/VTI1B/GOLPH3L/EXOC8/EXOC6/AP1G1/CCDC93/CCDC91/GOLGA4/SORL1/GBF1/SCFD1/OPTN/GGA2/SORCS1/BBS2/DNM2/EXOC1/SCAMP2/PKDCC/AP2A1/BLZF1/GOLPH3/GOPC/ARL3/ANK3/RACK1/AP3S1	49
GO:0008654	phospholipid biosynthetic process	103/5381	254/18870	2.27285472822743e-05	0.00102647617654993	0.000820826063208047	FABP3/LPCAT2/MTMR4/INPP5D/ITPKB/CDS2/PITPNM3/CHPT1/LPCAT1/GNPAT/ITPKC/BPNT1/HMGCS1/SLC44A2/IDI1/PIP5K1A/AGPAT3/SMG1/DHRS7B/ADGRF5/DPM1/ISYNA1/PIK3CD/CAPN2/PGS1/PMVK/HMGCS2/PIGF/AJUBA/BECN1/NUS1/ORMDL1/PIP4K2A/PIP5K1C/HEXB/PTPMT1/DGKG/PI4KA/MTMR1/FITM2/ABHD3/PEMT/PITPNM1/PDGFA/INPP4A/SOCS1/PIK3C3/SLC30A5/PLSCR1/PIGP/ABCA2/GGPS1/PLA2G4C/DGKZ/DGKD/FAR1/CRLS1/IP6K2/APOA2/SLC44A3/PIGH/PIK3C2B/SPTLC2/SOCS2/ATM/PIK3CG/PIKFYVE/BMX/PGAP3/MVD/PI4K2A/MBOAT1/GPAM/SGMS2/FDPS/SLC27A1/DPM2/SERINC5/ABHD5/SLC44A5/FABP5/FIG4/ALOX15/FGF2/NR1H4/MTMR3/AGPAT5/SYNJ1/SOCS7/SLC44A1/SPTLC1/SAMD8/LCLAT1/SRD5A3/PI4K2B/PGAP4/PIGS/MTM1/IP6K3/ABCA8/PIK3C2A/TMEM150A/PLCG2	103
GO:0008203	cholesterol metabolic process	63/5381	140/18870	2.28538040255078e-05	0.00102647617654993	0.000820826063208047	CETP/ABCG1/ABCA1/PLPP6/HMGCS1/IDI1/LRP5/SQLE/LIPA/SCARF1/PMVK/OSBPL5/HMGCS2/PRKAA1/FDFT1/PIP4P1/NSDHL/CYP7B1/LBR/FECH/HMGCR/CYP46A1/TM7SF2/SEC14L2/LIPE/MSMO1/APP/SNX17/NFE2L1/EBP/CYP1A2/INSIG2/APOA2/INSIG1/LIPC/TTC39B/ARV1/VLDLR/DHCR24/PON1/APOBR/MVD/LDLR/APOE/FDPS/APOL1/CEBPA/HSD17B7/ERLIN2/CH25H/DHCR7/SCAP/STARD4/G6PD/LEPR/NR1H4/CFTR/ERLIN1/PRKAA2/NPC1/APOL2/EPHX2/NR0B2	63
GO:1990845	adaptive thermogenesis	73/5381	168/18870	2.37060984796701e-05	0.00105725860332219	0.000845441362384676	EHMT1/NOTCH1/PER2/BSCL2/EPAS1/KDM6B/CMKLR1/IGF1R/NOVA2/TLE3/CEBPB/DHRS7B/PRLR/KDM1A/RHEB/LIPA/TLR4/OGT/CD36/ADAM17/ZNF423/ZNF516/GNAS/DDIT3/LNPEP/ALMS1/APC/LCN2/PEMT/DYNC1H1/OMA1/ELOVL6/HADH/CNOT3/IGF2BP2/PPARGC1A/FGF21/PGAM5/ATF4/CIDEA/HNRNPU/PLAC8/GRB10/LETMD1/SORL1/PTH2R/UCP2/FLCN/ADAMTS5/HSF1/PRKAB1/TRPV1/FABP5/FABP4/LEPR/SCTR/DECR1/APPL2/ADRB1/THADA/PPARGC1B/MFAP2/S100B/TRPM8/JAK2/ARRDC3/UCP3/SYK/ADIPOR1/ADIPOR2/ACOT13/CKB/IL15	73
GO:0031032	actomyosin structure organization	87/5381	208/18870	2.46766161104399e-05	0.00109284622256934	0.000873899154268137	ARHGEF18/CDC42BPB/EPB41L3/IQGAP1/NF2/EPB41L2/F11R/PRKAR1A/CLASP1/PLEC/MYO18A/SMAD4/ROCK2/BMP10/SORBS1/DLC1/LIMCH1/OBSCN/RAPGEF3/ABL1/MYH10/TPM1/CFLAR/TMOD3/FHOD1/SMAD3/CSRP2/S100A10/STMN1/ARHGAP6/KRT8/ITGB1BP1/NRP1/MYH9/ALMS1/TSC1/CGNL1/CDC42BPA/AKAP13/PROX1/TJP1/WDR1/RHOC/PHACTR1/ZEB2/GPR65/MKKS/S1PR1/EVL/ARRB1/OBSL1/ARHGEF10L/ARHGEF5/WAS/FLII/ITGB1/PTK2B/RACGAP1/TRPM7/PPFIA1/MYH14/PTGER4/WNT4/ELN/NRAP/PDGFRA/TNNT3/FERMT2/CCDC88A/MET/CNN2/PPM1F/CLASP2/SORBS3/EPB41/PRKD1/CARMIL1/ZYX/ARHGEF15/ARHGEF10/EPB41L5/TMOD2/IQGAP2/VPS4A/PDGFRB/WNT11/EPB41L4B	87
GO:2001233	regulation of apoptotic signaling pathway	151/5381	398/18870	2.57908145568479e-05	0.00113416337209705	0.00090693858953666	STK4/SELENOS/HMOX1/BIRC6/RELA/NOS3/TRIAP1/RPS7/SERINC3/TMC8/ERP29/DAPK2/IFI6/RPL26/CASP2/BAX/NONO/TCF7L2/RPL11/MNT/RPS3/KDM1A/NCK2/TLR4/UBB/PTPN2/HIF1A/CTTN/GSK3B/EEF1E1/BBC3/ARHGEF2/TAF9/PARK7/TNFRSF12A/CFLAR/WWOX/PARL/HMGB2/BECN1/DDIT3/PTPN1/TP53/GATA4/RRM2B/BCAP31/PTPMT1/NRP1/TRAP1/NF1/CTSL/PDIA3/FGFR1/MIF/CD44/PIAS4/NDUFS3/PTPRC/EYA3/LTB/SNAI2/SP100/TXNDC12/TRIM39/IVNS1ABP/FAIM/ATF3/HDAC1/ZNF385A/ITGA6/MMP9/FBH1/FZD9/HELLS/CXCL12/IGF1/MADD/RIPK3/TMBIM1/GPX1/DNAJA1/CDKN2D/QARS1/XBP1/CTSC/ATF4/MAPK7/DDX3X/VNN1/MAPK8IP2/CCAR2/TREM2/PARP1/CTSK/STYXL1/PDX1/CREB3/MDM2/PLEKHF1/P4HB/BAK1/WNT4/ACKR3/MCL1/PYCARD/BCL2L2/ENO1/NACC2/FLCN/LGALS3/GPER1/SFPQ/CTNNB1/TLR6/ICAM1/YAP1/MYC/FBXO7/CYLD/BCL2L14/TMEM161A/PSMD10/PML/FAS/HNRNPK/GRINA/RB1CC1/BDKRB2/PRODH/PINK1/ZC3HC1/PEA15/IL7/GHITM/ADCY10/PIH1D1/JAK2/GSDME/FZD1/HTRA2/BCLAF1/ING2/ASAH2/INHBA/FXN/NFATC4/TPD52L1/FADD/RACK1/PYCR1/NOL3	151
GO:1903320	regulation of protein modification by small protein conjugation or removal	99/5381	243/18870	2.59677386632041e-05	0.00113416337209705	0.00090693858953666	RELA/AMER1/ATG5/PER2/PDCD6/SPSB4/RPS7/EPAS1/SASH1/ARNT/NMI/HDAC4/EGR1/HSP90AA1/MTA1/BAG2/UBE2N/SKP1/RPL11/CDC20/RPS3/KDM1A/SAE1/UBB/DERL1/OGT/HIF1A/GSK3B/ABL1/RASSF5/HUWE1/PARK7/COPS5/LAPTM5/BIRC3/TRIB3/COPS4/SKP2/CAMLG/UBXN2A/ISG15/MAD2L1/PEF1/PIAS4/BEX4/ITCH/PHF23/ARRDC4/COPS9/IVNS1ABP/RBX1/FBXO2/DCUN1D5/UBE2V2/ARRB1/RNF111/NHLRC1/DAXX/COMMD1/RWDD3/XIAP/DNAJA1/SOX4/UFL1/TAF1/COPS3/DDX3X/HSP90AB1/PLK1/HDAC8/RPL5/GABARAP/SQSTM1/CDK5/DNAJB2/PELI1/HSPA5/CTNNB1/UBE2I/TSPYL5/WNK1/NPM1/CDK5RAP3/PSMD10/CENPS/TRAF6/NOP53/RPS2/GNL3/UBE2S/TBC1D7/PINK1/SVBP/CENPX/ARRDC3/UBA2/TANK/PLAA/UBE3A	99
GO:0000209	protein polyubiquitination	93/5381	226/18870	2.84309767411442e-05	0.00122500497648784	0.000979580466874929	UBE4B/PELI2/ANAPC10/SPSB4/SASH1/UBE2B/RNF31/NMI/KLHL3/TRIM3/UBE2N/RNF115/SKP1/RNF144A/HECTD1/UBE2E3/UBR5/ANAPC13/UBE2D2/FBXO22/HUWE1/UBE2O/UBE4A/IFI27/RNF152/SKP2/RNF19B/UBOX5/CBFB/ITCH/UBE3B/UBE2L6/RBX1/RNF167/UBE2A/TRIM31/RNF126/RNF8/CDC26/DDB2/UBE2V2/FBXL7/NHLRC1/SMURF1/ERCC8/UBE2D4/UBE2E2/MARCHF6/TRIM38/XIAP/TRIM22/TAF1/RNF4/TMEM129/ZNF598/DDX3X/ZFP91/MARCHF1/KBTBD6/MDM2/GABARAP/TRIM58/TNKS2/TRIP12/ANAPC1/UBE3D/PELI1/RNF168/CTNNB1/FBXO28/FBXO38/UBE2G1/WDR24/RNF135/ARIH1/UBE2J1/TRAF6/RNF114/SPOP/RNF14/UBE2S/SHPRH/UBE2E1/ANAPC7/UBE2T/RC3H1/TNKS/DDA1/ARIH2/TRIM2/PLAA/RNF41/UBE3A	93
GO:0042060	wound healing	159/5381	423/18870	2.84345067967333e-05	0.00122500497648784	0.000979580466874929	VAV1/AXL/NOTCH4/TBXA2R/ACVRL1/KDR/CHMP5/HMOX1/RREB1/CD59/MACF1/NOS3/F11R/ANXA2/MYL12A/CLASP1/PLEC/DST/C1GALT1C1/P2RY12/PEAR1/FCER1G/PPL/C4BPB/MERTK/TLR4/COL3A1/F7/HIF1A/CD36/PLG/ADAM17/CORO1B/AJUBA/MYLK/TPM1/TNFRSF12A/TGFB1/TLN1/CDKN1A/UBASH3B/CFLAR/ADAMTS13/CASP7/ANXA1/GNAS/SMAD3/S100A10/GATA4/CHMP4B/NF1/PDIA3/MYH9/DGKG/VAV3/ARHGAP35/CD44/OCLN/B4GALT1/ITGB3/ACTB/CHMP4A/F2RL2/FGL1/PDGFA/DCBLD2/FAP/CYP4F11/LYN/MMRN1/DDR2/F2RL1/PLSCR1/PPARA/RHOC/PDCD10/GPR4/FUNDC2/DGKZ/DGKD/IGF1/GPX1/MPIG6B/CYP4F2/XBP1/WAS/JAML/PLEK/ARFGEF1/PIK3CG/FERMT3/AQP1/CARMIL2/KANK1/STXBP3/CD151/SLC12A2/ITGB1/GNAQ/NDNF/ALOX5/TFPI2/F2R/PRKCA/NRG1/APOE/WNT4/TIMP1/SERPINA10/FERMT1/VTN/SHH/PDGFRA/FERMT2/RAP2B/YAP1/NFATC1/ALOX15/FGF2/MYOF/MAPK14/CNN2/SAA1/EXT1/CLIC1/HPS4/IL6ST/PTK2/VKORC1/CLASP2/SELP/CD9/PTPN6/CLDN1/PAFAH2/AK3/F10/SERPINA1/F8/ENTPD2/THBD/CHMP2B/JAK2/ILK/FKBP10/ARL8B/SERPINE2/SYK/ADIPOR2/F12/VPS4A/FIBP/NPR2/CLEC7A/EPB41L4B/FN1/NOTCH2/PLCG2/CHMP2A	159
GO:0022618	protein-RNA complex assembly	96/5381	235/18870	3.00850398595945e-05	0.00128735511777576	0.00102943902392965	RPS27L/RBMX2/AGO1/EIF3J/NAF1/RPL23A/EIF2S2/DICER1/HSP90AA1/SART3/RPS14/AGO2/SF3B6/DDX1/ZRSR2/RPL11/PRKDC/RPL6/SNRPD2/SNRNP200/SNRPF/TAF9/RPS19/SNRPB2/SF1/RPL10/MCTS1/EIF3H/MRPS7/PHF5A/SLU7/SNRPE/EIF2D/DHX29/EIF3K/MDN1/PRPF8/EIF3C/EIF2S3/XAB2/CLNS1A/EIF3M/SF3A1/TARBP2/HTATSF1/BRIX1/SF3B5/RPF2/SMN1/RPL24/NUDT21/ISY1/LSM4/EIF3E/MRTO4/CPSF7/GEMIN7/CELF4/SNRPD1/LSM2/CD2BP2/SNRPB/MRPL20/ATM/HSP90AB1/DDX46/RPL5/SNRPA1/TSSC4/SRSF10/ABT1/YTHDC1/ERAL1/SNU13/RPSA/NOP53/DDX20/ZNHIT3/TGS1/RRP7A/LOC102724159/MRM2/AGO4/SETX/CPSF6/PTGES3/PSIP1/PIH1D1/USP39/EIF3I/GEMIN6/PRPF6/AAR2/YJU2/EIF3L/NOL3	96
GO:0071900	regulation of protein serine/threonine kinase activity	113/5381	285/18870	3.04201597867904e-05	0.00129014017941609	0.00103166611037769	ERN1/DUSP10/FLT1/DUSP7/ADAM9/PRKAR1A/ROBO1/SASH1/SLC8A1/ERP29/RPTOR/HIPK3/TSG101/RASIP1/TRIB2/CCNB1/THY1/PTPRJ/ADAM8/LRP5/PKD1/RPS3/CD24/TLR4/DIPK2A/STK38/ABL1/ADAM17/DVL3/TAB1/BCCIP/TGFB1/CDKN1A/CALM1/TRIB3/PPP2CA/SERTAD1/PTPN1/IRAK3/LATS1/HHEX/LRP6/NF1/CD300A/PKD2/CCNG1/FGFR1/CDK5RAP1/APC/CCNB2/PRKAR2B/MACROH2A1/ACTB/PDGFA/CIB1/LYN/PDCD4/PIK3R5/TFAP4/PROX1/NR2F2/PKMYT1/PDCD10/CCNA2/RAPGEF2/DUSP19/CDKN2C/HEG1/TNFRSF11A/ELANE/CALM2/ARHGEF5/CCNK/HGS/DNAJA1/CDKN2D/DDX3X/PIK3CG/PLK1/CDKN2A/CCNH/LATS2/MYOCD/APOE/SORL1/IL34/PYCARD/MAP3K10/CEBPA/CDKN1C/CDKN3/TLR6/FERMT2/RGS2/CDK5RAP3/CCNG2/PSMD10/FGF2/TRAF6/FLT3/MNAT1/TNFSF11/DRD4/PIH1D1/RASGRP1/CCNJL/PDGFRB/CDK7/NTRK3/SPRY3/CRIPTO/TPD52L1/CCNB3	113
GO:0007044	cell-substrate junction assembly	46/5381	95/18870	3.05575599103764e-05	0.00129014017941609	0.00103166611037769	ACVRL1/KDR/MACF1/CLASP1/PLEC/DST/TEK/ROCK2/SORBS1/DLC1/LIMCH1/PIP5K1A/THY1/PTPRJ/WDPCP/SLK/CTTN/ABL1/AJUBA/TLN1/LDB1/TAOK2/SMAD3/S100A10/ARHGAP6/ACTN1/ITGB1BP1/NRP1/PTPRK/TSC1/ITGB3/ITGA6/MMP14/LAMA3/PTK2B/COL16A1/WNT4/FERMT2/ARHGEF7/PPM1F/PTK2/CLASP2/DUSP22/EPB41L5/RCC2/FN1	46
GO:0033044	regulation of chromosome organization	100/5381	247/18870	3.20373176888753e-05	0.00134365783393144	0.00107446173162202	CCT4/SMARCC2/XRN1/NAF1/YLPM1/HECW2/UPF1/PSMG2/TOP2A/SMG1/CCNB1/NCAPD3/ATF7IP/CDC20/TINF2/SMC4/H3-3A/TPR/BRD7/USP7/PRAP1/BECN1/SUB1/NUMA1/HNRNPD/SLX4/NFRKB/KNL1/TERF2/CDK1/SMARCA2/MAD2L1/RTEL1/APC/MAD2L1BP/CCT5/TRAPPC12/MACROH2A1/ACTB/BIRC5/NAA10/DKC1/SMARCE1/ESPL1/MRE11/ANAPC15/SLF1/CCT7/CCT6A/CCT3/SMC5/NSMCE4A/BCL7C/AURKB/CCT2/LCMT1/RNF4/PARP1/ATM/HNRNPU/INCENP/PLK1/SMARCB1/HDAC8/TRIP13/HNRNPC/SPC24/CTCF/TAL1/TNKS2/ANAPC1/AXIN2/CENPE/CTNNB1/SPC25/BUB1/NEK2/NDC80/ACTL6A/MYC/WAPL/PML/NCAPG/NSMCE1/GNL3/KAT5/MNAT1/SMARCA5/ANAPC7/TNKS/SETDB2/TERF2IP/SLF2/FEN1/NCAPH2/ZWINT/TASOR/PNKP/NSMCE2/RMI2	100
GO:0007015	actin filament organization	172/5381	464/18870	3.36327347847611e-05	0.00140129019336771	0.00112054769424851	ARHGEF18/PDXP/SHANK3/SPTBN2/IQGAP1/ARPC5/RFLNB/SSH2/FSCN1/NF2/CCL24/SPTBN1/F11R/DSTN/CLASP1/ELMO1/PLEC/MARCKSL1/FCHSD2/ROCK2/SHROOM4/CYFIP1/SORBS1/DLC1/BRK1/LIMCH1/SSH1/PREX1/ZBED3/RAPGEF3/CAPG/SSH3/NCK2/HIP1/CYRIA/PRKCI/CTTN/ABL1/CORO1B/ARHGEF2/WASHC3/ESPNL/TMSB10/TPM1/NCKAP1L/ARHGAP25/SPIRE1/PLEKHG2/ARPC3/TMOD3/FHOD1/SHROOM2/SMAD3/S100A10/STMN1/ARHGAP6/ACTN1/MSRB2/HCK/LATS1/ITGB1BP1/NRP1/CDC42EP4/WIPF1/HAX1/SH3BP1/ALMS1/ARHGAP35/ARHGAP17/TSC1/ABITRAM/CGNL1/HCLS1/SEMA5A/DAAM2/DIAPH1/KANK3/F2RL1/PROX1/TJP1/FAT1/WDR1/TAGLN2/COTL1/ARPC1B/RHOC/PHACTR1/ZEB2/ARPC4/RAC2/MYO1F/ADD3/MICAL3/GPR65/MKKS/TPM3/S1PR1/EVL/ARRB1/CXCL12/SPTBN4/WASL/ARHGEF10L/ARHGEF5/WAS/BIN3/PLEK/MYO7A/ARFGEF1/RAC3/CARMIL2/KANK1/ARF6/COBL/FLII/PTK2B/SYNPO2/NAA80/MYO5C/PPFIA1/PTGER4/WNT4/NEDD9/PYCARD/ELN/ARHGAP18/SVIL/RHOT2/XIRP2/GSN/ARPC5L/NRAP/CAP2/KANK2/EPS8/FERMT2/CFL1/WASF3/ALOX15/TPM4/MYO6/CCDC88A/MET/CNN2/PPM1F/MYO1D/CLASP2/FER/SORBS3/MYO1E/PLS3/TRIOBP/GAS2L1/CARMIL1/ZYX/PPARGC1B/ARPC2/AVIL/MYO1G/ARHGEF15/ARHGEF10/PAWR/JAK2/SNX9/TMOD2/SH3KBP1/IQGAP2/ESAM/DPYSL3/HSP90B1/WNT11/INF2	172
